ID,Cultural_Identity,Gender,Country_Region,Undergrad_Degree,Years_Work_Experience,Analytics_Work_Experience,Strength_of_Recommendation,Standardized_Test_Score,Legacy_Admission,Mission_Statement,Admitted
174,Asian,Male,APAC,Economics,2.93,0.1192858486,4.16,0.9326059359,1,I aim to leverage your program’s focus on hands-on learning to gain practical experience in data analytics and apply it to drive business success.,1
175,"White, Non-Hispanic",Male,Americas,Math + Statistics,2.62,1.5347704807,1.32,1.3284854996,0,I believe your program offers the right balance of coursework and hands-on experience.,0
176,"White, Non-Hispanic",Female,EMEA,Analytics,1.35,0,3.72,0.4616073801,1,I believe this program can help me gain a better understanding of data analysis.,0
177,Asian,Male,APAC,Other,-0.51,3.4523642991,2.07,-0.336265605,0,,0
178,"White, Non-Hispanic",Male,EMEA,Information Sciences,8.01,2.1715398558,3.41,0.7227638985,0,Your program will provide the analytical foundation I need to contribute to advancements in technology and business. The comprehensive coursework and practical experience will prepare me for leadership roles.,1
179,Asian,Female,APAC,Math + Statistics,-2.12,0,3.05,-0.148521874,0,"With a strong foundation in mathematics and statistics, I am eager to join your program to develop my analytical skills and contribute to solving complex problems in various industries.",0
180,Other,Female,Americas,Math + Statistics,2.95,2.7313173546,3.54,1.1828344601,0,I am excited to join your program to deepen my understanding of advanced analytical techniques and apply them to real-world challenges in the healthcare industry.,0
181,Asian,Female,APAC,Analytics,0.12,1.2012052129,5.00,0.3659782304,0,"With a strong foundation in statistics and a keen interest in predictive modeling, I am excited to join your program to gain advanced skills in analytics and contribute to impactful projects.",0
182,Asian,Male,APAC,Math + Statistics,0.88,0.5659015078,3.60,-0.73454494,0,Your program looks like it can help me advance my career in analytics.,0
183,"White, Non-Hispanic",Male,Americas,Economics,-1.01,2.3627779315,4.36,-0.953754148,0,I think this program offers the right courses for my career goals in analytics.,0
184,"White, Non-Hispanic",Male,EMEA,Math + Statistics,21.26,2.3503117752,5.00,-0.429457964,1,I am eager to join your program to develop my skills in data analysis.,1
185,"White, Non-Hispanic",Female,Americas,Information Sciences,0.37,0.5901244055,3.32,-0.042267809,0,,0
186,"White, Non-Hispanic",Female,Americas,Math + Statistics,0.00,0,3.47,-0.264912741,0,I believe this program can help me achieve my goals in analytics.,0
187,"Black, Non-Hispanic",Female,Americas,Math + Statistics,0.67,0,2.30,-1.142050562,0,,0
188,Asian,Male,APAC,Other,1.31,3.2063992026,3.23,-0.70720334,0,I want to learn more about data. Your program will make me better at it.,0
189,"White, Non-Hispanic",Female,Americas,Other,-1.25,0.7645832631,2.49,0.7994383896,0,I love analytics and data and wanna join. Your program is a good fit.,0
190,"White, Non-Hispanic",Male,EMEA,Other,0.00,0,3.82,0.568226587,0,Your program looks like it can help me achieve my career goals in analytics.,0
191,"White, Non-Hispanic",Female,Americas,Math + Statistics,3.39,0,4.36,0.0580438997,1,I believe this program can help me advance my career in data analysis.,1
192,Asian,Female,APAC,Other,3.16,0.4320020764,3.74,-0.013331298,0,I wanna join becuz your program is good and analytics is fun.,0
193,"White, Non-Hispanic",Male,Americas,Other,1.80,0.3030452224,4.10,-0.181635269,0,I have some experience in analytics. Your program will help me get better.,0
194,"White, Non-Hispanic",Male,Americas,Other,-5.63,1.9638051715,4.17,0.2392383032,1,I believe this program can help me advance my career in data analysis.,1
195,Hispanic,Male,Americas,Other,0.00,0,5.00,-1.318227284,0,I have some experience in data analysis and think your program will help me.,0
196,Asian,Male,APAC,Math + Statistics,-0.06,0,2.75,1.7506775905,0,"I am looking to expand my knowledge in analytics, and your program seems like a good choice.",0
197,"White, Non-Hispanic",Female,EMEA,Economics,3.84,2.8886982215,3.70,-1.437729252,0,Your program looks like it can help me achieve my career goals in data analysis.,0
198,"Black, Non-Hispanic",Male,Americas,Other,0.56,0.7204516915,3.48,-0.007419444,0,,0
199,Asian,Male,APAC,Economics,0.65,1.4042344242,5.00,0.9287980928,0,"With a background in economics and a passion for data analysis, I am eager to join your program to gain advanced skills in analytics and contribute to solving complex business problems.",0
200,"White, Non-Hispanic",Female,Americas,Information Sciences,-1.15,1.7411030627,2.19,-0.741397218,0,,0
201,"White, Non-Hispanic",Male,EMEA,Information Sciences,0.56,6.5064208391,4.34,1.7301448068,1,I aim to leverage your program’s strong research focus to contribute to the field of data analytics. The program’s emphasis on innovation and real-world applications aligns with my research interests and career goals.,1
202,Asian,Male,APAC,Other,-0.14,1.8787788105,4.52,-1.003578142,0,"I want to learn analytics and get a job, so your program is good for me.",0
203,Asian,Male,APAC,Other,-3.02,0,3.59,0.8671570571,0,I want to join your program to gain a better understanding of analytics.,0
204,Asian,Female,APAC,Other,-0.31,2.8350172837,2.70,-1.492987736,0,"Your program looks fine, and I need to improve my data skills.",0
205,"White, Non-Hispanic",Male,Americas,Economics,0.50,0,2.37,1.7595467381,0,"With a background in economics and a passion for data analysis, I am eager to join your program to gain advanced skills in analytics and contribute to solving complex business problems.",1
206,"White, Non-Hispanic",Female,EMEA,Other,0.56,3.2344336298,4.86,0.5864575842,0,,0
207,"White, Non-Hispanic",Male,Americas,Math + Statistics,0.72,2.079069392,4.45,-2.01186913,0,This program looks like it can help me achieve my goals in analytics.,0
208,"Black, Non-Hispanic",Female,Americas,Economics,3.43,7.7147727656,3.88,0.2171522748,0,"With a background in economics and a passion for data analysis, I am eager to join your program to gain advanced skills in analytics and contribute to solving complex business problems.",0
209,Other,Female,Americas,Math + Statistics,0.00,0,2.80,-0.002867151,0,,0
210,"White, Non-Hispanic",Male,Americas,Math + Statistics,-3.59,0,3.40,0.5196469915,0,"Your program’s focus on ethical data usage resonates with my values, and I am committed to using data analytics responsibly to create positive societal impact.",1
211,Asian,Male,APAC,Other,1.04,2.0334944955,4.90,0.6026709975,0,"I think your program is good, and I like data, so I want to join.",0
212,Asian,Male,APAC,Other,-0.35,3.5810501418,3.63,-0.431852103,0,I am eager to join your program to enhance my understanding of analytics.,0
213,Asian,Male,APAC,Math + Statistics,0.03,0.145153476,4.00,-1.153758448,0,Your program looks like it can provide the training I need to excel in analytics.,0
214,Asian,Female,APAC,Analytics,9.18,1.210229967,2.42,0.256006791,0,,0
215,Asian,Male,APAC,Information Sciences,1.18,0,1.34,0.1885454794,0,Analytics is cool and I want to learn it. This program will help me alot.,0
216,Other,Male,APAC,Economics,0.45,0.1502959581,2.80,1.7235099494,0,Your program’s emphasis on hands-on learning will prepare me for the dynamic demands of the data analytics industry. Real-world applications and projects will enhance my practical skills and confidence.,1
217,"White, Non-Hispanic",Male,Americas,Information Sciences,2.05,1.2962375594,2.10,-1.144183998,0,Your program’s emphasis on hands-on learning will provide me with the practical skills needed to excel in the dynamic field of data analytics.,1
218,Asian,Male,Americas,Other,-0.69,1.4774282334,3.10,0.6432001191,0,Your program might help me learn more about data.,0
219,Hispanic,Male,EMEA,Math + Statistics,-0.98,3.1246007363,4.60,1.4646809974,0,,0
220,Asian,Male,APAC,Economics,4.16,0,2.96,0.3850599998,0,"Your program’s focus on big data will equip me with the skills to handle and analyze large datasets effectively. This capability is essential in today’s data-driven world, and I am eager to learn from your esteemed faculty.",1
221,"White, Non-Hispanic",Male,Americas,Analytics,2.39,1.4857668189,2.34,-2.074762297,0,I want to join your program to gain more insights into the field of data analysis.,0
222,Asian,Male,APAC,Other,-0.96,2.2239318907,2.65,-0.285139768,0,"I am interested in learning more about data analysis, and this program seems like a good fit.",0
223,"White, Non-Hispanic",Male,Americas,Other,5.07,2.5988166682,4.05,-2.013314307,0,Your program looks like a good opportunity for me to develop my skills in analytics.,0
224,Asian,Male,APAC,Economics,5.08,0.5538770336,5.00,1.3062009008,0,My goal is to use data to drive business growth. The Master of Analytics program's focus on practical experience and industry partnerships will help me achieve this.,0
225,Asian,Male,APAC,Other,-2.88,0,3.78,0.3997688118,0,"I want to develop my skills in data analysis, and this program seems like a good fit.",0
226,Asian,Male,EMEA,Other,-2.16,1.312289161,5.00,1.1916710303,0,Your program appears to have the courses I need to improve my analytics skills.,0
227,"White, Non-Hispanic",Female,EMEA,Other,0.17,1.821268373,2.45,-0.253605227,0,,0
228,Asian,Male,APAC,Analytics,0.60,0,5.00,0.6026403663,0,My goal is to use data to drive business growth. The Master of Analytics program's focus on practical experience and industry partnerships will help me achieve this.,0
229,Asian,Male,APAC,Other,-3.66,0.6126854126,2.78,1.0597804917,0,I believe your program offers the training I need to excel in analytics.,0
230,"White, Non-Hispanic",Male,EMEA,Other,-1.60,0.4102856731,2.98,-0.0161507,0,,0
231,Asian,Male,APAC,Other,1.66,0,0.89,1.2784786236,0,"Your program will help me learn analytics and get a job, so it's good for me.",0
232,"White, Non-Hispanic",Male,EMEA,Math + Statistics,0.32,0.2389988866,5.00,0.9394926822,0,I seek to enhance my technical skills and knowledge through the advanced courses offered in your program. Continuous learning and adaptation are essential for staying relevant in the fast-paced field of data analytics.,1
233,Asian,Male,APAC,Analytics,-0.48,0,0.89,-0.162914062,0,,0
234,Other,Male,Americas,Information Sciences,6.28,3.3691195527,4.40,-0.717661091,0,,0
235,Asian,Male,APAC,Information Sciences,0.00,0,3.20,0.2699957919,0,I am interested in learning more about data analysis through your program.,0
236,Asian,Male,APAC,Math + Statistics,1.01,0.6988752645,4.00,0.7977150705,0,I think your program offers the right opportunities for me to grow in analytics.,0
237,Asian,Male,APAC,Analytics,0.23,2.7715407486,3.02,2.1374578698,0,I lik analytics and want to lern more. This program seem good for me and I hope I get in.,0
238,Asian,Male,APAC,Other,0.37,0.6263359066,3.62,-1.851906253,0,Your program looks like it can provide the training I need to excel in analytics.,0
239,Asian,Female,APAC,Math + Statistics,-3.49,5.4526606895,2.54,-0.14690487,0,Your program appears to have the courses I need to improve my analytics skills.,0
240,Asian,Male,APAC,Other,-0.21,1.3947195894,1.42,0.8039073051,0,,0
241,Asian,Male,APAC,Math + Statistics,0.00,0,2.64,-0.542002638,0,"I think your program looks interesting, so I wanna join and learn data.",0
242,Other,Female,APAC,Math + Statistics,-0.55,0,5.00,0.7057049708,0,The Master of Analytics program seems like a great way to improve my data analysis abilities and advance my career.,0
243,Other,Female,EMEA,Economics,0.03,0,2.89,-0.559506634,0,"I want to deepen my understanding of data analysis, and your program looks ideal.",0
